  4.5454545e-002  4.4000000e+001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  1.2500000e-001  1.6000000e+001  1.0000000e+000  1.0000000e+000  0.0000000e+000
  4.4444444e-001  9.0000000e+000  1.0000000e+000  2.0000000e+000  0.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  3.0000000e+000  0.0000000e+000
  6.6666667e-001  3.0000000e+000  1.0000000e+000  4.0000000e+000  0.0000000e+000
  1.0000000e+000  3.0000000e+000  1.0000000e+000  5.0000000e+000  0.0000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  6.0000000e+000  0.0000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  7.0000000e+000  0.0000000e+000
  1.0000000e+000  3.0000000e+000  1.0000000e+000  8.0000000e+000  0.0000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  9.0000000e+000  0.0000000e+000
  0.0000000e+000  1.8000000e+001  1.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  8.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000
  5.0000000e-001  2.0000000e+000  1.0000000e+000  2.0000000e+000  1.0000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  4.0000000e+000  1.0000000e+000
  1.0000000e+000  3.0000000e+000  1.0000000e+000  5.0000000e+000  1.0000000e+000
  1.0000000e+000  2.0000000e+000  1.0000000e+000  7.0000000e+000  1.0000000e+000
  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+001  1.0000000e+000
