  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  1.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000
  5.0000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  7.5000000e-001  4.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
