   0.0000000E+00  0.0000000E+00  0.0000000E+00
   0.0000000E+00  2.0000000E-02  9.6200053E-03
   0.0000000E+00  3.9999999E-02  2.5475390E-02
   0.0000000E+00  5.9999999E-02  3.6713615E-02
   0.0000000E+00  7.9999998E-02  3.6277711E-02
   0.0000000E+00  9.9999994E-02  1.9367388E-02
   0.0000000E+00  0.1200000     -1.7747045E-02
   0.0000000E+00  0.1400000     -7.8164130E-02
   0.0000000E+00  0.1600000     -0.1644910    
   0.0000000E+00  0.1800000     -0.2787486    
   0.0000000E+00  0.2000000     -0.4221739    
   0.0000000E+00  0.2200000     -0.5949994    
   0.0000000E+00  0.2400000     -0.7962651    
   0.0000000E+00  0.2600000      -1.023698    
   0.0000000E+00  0.2800000      -1.273688    
   0.0000000E+00  0.3000000      -1.541355    
   0.0000000E+00  0.3200000      -1.820725    
   0.0000000E+00  0.3400000      -2.104970    
   0.0000000E+00  0.3600000      -2.386719    
   0.0000000E+00  0.3800000      -2.658393    
   0.0000000E+00  0.4000000      -2.912552    
   0.0000000E+00  0.4200000      -3.142211    
   0.0000000E+00  0.4400000      -3.341169    
   0.0000000E+00  0.4600000      -3.504255    
   0.0000000E+00  0.4800000      -3.627577    
   0.0000000E+00  0.5000000      -3.708764    
   0.0000000E+00  0.5200000      -3.747192    
   0.0000000E+00  0.5400000      -3.744168    
   0.0000000E+00  0.5600000      -3.701503    
   0.0000000E+00  0.5800000      -3.621243    
   0.0000000E+00  0.6000000      -3.506649    
   0.0000000E+00  0.6200000      -3.362203    
   0.0000000E+00  0.6400000      -3.193424    
   0.0000000E+00  0.6600000      -3.006629    
   0.0000000E+00  0.6800000      -2.808719    
   0.0000000E+00  0.7000000      -2.606989    
   0.0000000E+00  0.7200000      -2.409022    
   0.0000000E+00  0.7400000      -2.222719    
   0.0000000E+00  0.7600000      -2.056630    
   0.0000000E+00  0.7800000      -1.920835    
   0.0000000E+00  0.8000000      -1.828825    
   0.0000000E+00  0.8200000      -1.801006    
   0.0000000E+00  0.8400000      -1.868860    
   0.0000000E+00  0.8600000      -2.077947    
   0.0000000E+00  0.8800000      -2.502084    
   0.0000000E+00  0.9000000      -3.257294    
   0.0000000E+00  0.9200000      -4.515812    
   0.0000000E+00  0.9400000      -6.508002    
   0.0000000E+00  0.9600000      -9.404879    
   0.0000000E+00  0.9800000      -12.05086    
   0.0000000E+00   1.000000       99.99979    
   2.0000000E-02  0.0000000E+00  9.6200053E-03
   2.0000000E-02  2.0000000E-02  6.1434326E-03
   2.0000000E-02  3.9999999E-02  2.3257777E-03
   2.0000000E-02  5.9999999E-02 -4.7751404E-03
   2.0000000E-02  7.9999998E-02 -1.9084360E-02
   2.0000000E-02  9.9999994E-02 -4.3693583E-02
   2.0000000E-02  0.1200000     -8.0502905E-02
   2.0000000E-02  0.1400000     -0.1304971    
   2.0000000E-02  0.1600000     -0.1937895    
   2.0000000E-02  0.1800000     -0.2697471    
   2.0000000E-02  0.2000000     -0.3571131    
   2.0000000E-02  0.2200000     -0.4541401    
