Walt Disney Company (DIS)					
Daily prices (3/29/96 to 3/29/99)					
DATE   	OPEN	HIGH   	LOW   	CLOSE   	VOLUME
4/8/97	24.3086	24.625	24.333	24.625	2135700
4/7/97	24.391	24.708	24.458	24.583	1974300
4/4/97	23.8142	24.583	23.958	24.583	3533700
4/3/97	23.6906	24.25	23.75	24.208	3355800
4/2/97	23.7318	24.625	23.708	24.125	4188000
4/1/97	23.567	24.5	23.667	24.125	4264800
3/31/97	24.391	24.667	24.083	24.292	5029500
3/28/97	NaN	NaN   	NaN   	NaN   	NaN
3/27/97	24.8442	25.208	24.417	25	3964800
3/26/97	24.803	25.208	24.875	25.083	3095700
3/25/97	24.7618	25.167	24.833	24.917	3790200
3/24/97	24.391	25.042	24.625	25	3766500
3/21/97	24.597	24.875	24.583	24.667	4132800
3/20/97	24.7206	25.042	24.708	24.833	2549700
3/19/97	24.6382	25.083	24.667	25	2867700
3/18/97	25.009	25.5	24.958	25.167	3116700
3/17/97	24.597	25.417	24.708	25.333	3382500
3/14/97	24.3086	25.083	24.542	24.917	4293900
3/13/97	24.6794	25.083	24.417	24.417	3104700
3/12/97	25.3386	25.667	25.042	25.125	3538200
3/11/97	25.5446	25.875	25.583	25.708	3013200
3/10/97	25.009	25.667	25.083	25.583	2551200
3/7/97	24.9266	25.458	25.125	25.333	4738800
3/6/97	24.3498	25.167	24.458	25.042	4600500
3/5/97	23.9378	24.708	23.917	24.5	4603500
3/4/97	24.2262	24.5	24.167	24.25	4179300
3/3/97	23.979	24.958	24.25	24.458	4529100
2/28/97	24.597	25.083	24.75	24.75	3122700
2/27/97	24.9266	25.375	25.167	25.292	3114900
2/26/97	25.1738	25.458	24.5	25.167	4390800
2/25/97	25.2974	25.625	25	25.375	3133200
2/24/97	24.6382	25.375	24.833	25.208	2897100
2/21/97	24.7618	25.375	25	25.125	3736500
2/20/97	25.0914	25.5	24.833	24.917	3015000
2/19/97	25.0502	25.75	25.333	25.375	3578100
2/18/97	25.3798	26	25.583	25.833	4121700
2/17/97	NaN	NaN   	NaN   	NaN   	NaN
2/14/97	25.7094	26.417	25.875	26.042	5673600
2/13/97	25.3798	26.292	25.5	25.792	5792400
2/12/97	24.7618	25.625	25.042	25.542	3304500
2/11/97	25.009	25.333	24.875	25	3652200
2/10/97	25.009	25.667	25.208	25.208	5852100
2/7/97	24.5146	25.125	24.75	25	4431900
2/6/97	24.1026	24.708	24.333	24.667	5274300
2/5/97	24.185	24.75	24.042	24.25	4868400
2/4/97	24.0202	24.333	24.167	24.208	2251800
2/3/97	23.9378	24.292	24	24.292	3382200
1/31/97	23.979	24.458	24.208	24.292	2769600
1/30/97	24.391	24.708	24.042	24.125	4229700
1/29/97	24.1026	24.583	24.25	24.583	6132900
1/28/97	24.391	24.917	24.125	24.208	8017500
1/27/97	23.5258	23.958	23.542	23.875	4874700
1/24/97	23.2373	23.833	23.167	23.75	4603500
1/23/97	23.2991	23.875	23.458	23.458	8035500
1/22/97	23.0313	23.625	23.083	23.583	5134200
1/21/97	22.8665	23.292	23.083	23.25	4919400
1/20/97	23.3609	23.625	23.417	23.5	4398000
1/17/97	22.7429	23.375	22.958	23.333	5497200
1/16/97	22.8665	23.125	22.833	22.958	4447500
1/15/97	22.7429	23.25	22.792	23.042	5338800
1/14/97	22.5781	23.167	22.667	23.083	4694700
1/13/97	22.5781	22.833	22.625	22.667	4589100
1/10/97	21.9189	22.625	22.125	22.625	5205900
1/9/97	22.3721	22.917	22.417	22.5	4542900
1/8/97	22.7429	23.125	22.5	22.625	3180900
1/7/97	22.7066	23	22.75	22.958	3556500
1/6/97	22.8712	23.25	22.875	23	3573300
1/3/97	22.6243	23.125	22.708	23.083	4585800
1/2/97	22.9534	23.292	22.25	22.458	8003400
1/1/97	NaN	NaN   	NaN   	NaN   	NaN
12/31/96	23.0357	23.5	23.125	23.25	2681700
12/30/96	23.5293	23.875	23.292	23.333	2839200
12/27/96	23.6116	24.042	23.667	23.75	1430100
12/26/96	23.4882	23.958	23.625	23.792	1753200
12/25/96	NaN	NaN   	NaN   	NaN   	NaN
12/24/96	23.6939	24.083	23.667	23.833	1136400
12/23/96	23.735	24.125	23.875	24.042	2438400
12/20/96	24.2697	24.583	24	24.125	9542400
12/19/96	23.5705	24.125	23.75	24.125	3635100
12/18/96	23.3236	24	23.625	23.833	4188300
12/17/96	22.83	23.75	23.083	23.625	5957700
12/16/96	23.1591	23.667	22.958	23.125	3489900
12/13/96	22.8712	23.583	23.125	23.417	5253000
12/12/96	23.7761	24.083	23.375	23.417	5178600
12/11/96	23.7761	24.333	23.792	24.042	5112300
12/10/96	23.9818	24.583	24.25	24.417	3071400
12/9/96	23.5293	24.458	23.667	24.375	3666900
12/6/96	23.118	23.875	23.167	23.833	4411800
12/5/96	23.6527	23.958	23.667	23.958	3306600
12/4/96	23.6527	24	23.458	24	4790400
12/3/96	24.3109	24.667	23.917	23.958	3956400
12/2/96	24.352	24.833	24.333	24.625	5123100
11/29/96	24.1875	24.667	24.333	24.625	1991100
11/28/96	NaN	NaN   	NaN   	NaN   	NaN
11/27/96	24.7634	25.125	24.542	24.625	6703200
11/26/96	24.4754	25.75	24.792	25.333	14448000
11/25/96	23.735	24.542	23.833	24.5	4656300
11/22/96	23.8584	24.458	24	24.042	4172700
11/21/96	23.6939	24.125	23.792	24.083	3002700
11/20/96	23.2414	23.917	23.542	23.917	4824600
11/19/96	23.4882	24	23.542	23.667	3970500
11/18/96	23.6939	24	23.667	23.792	3234600
11/15/96	23.3236	24.333	23.583	24.083	9661500
11/14/96	22.9534	23.625	23.208	23.542	3561900
11/13/96	23.2414	23.75	23.375	23.542	3700200
11/12/96	23.118	23.833	23.292	23.625	5880300
11/11/96	22.5421	23.458	22.833	23.458	5048700
11/8/96	22.5832	22.917	22.625	22.833	3735600
11/7/96	22.3364	23	22.542	23	4648500
11/6/96	22.1307	22.667	22.208	22.583	3201600
11/5/96	22.0073	22.542	22.25	22.542	3650100
11/4/96	21.5137	22.333	21.792	22.292	3357000
11/1/96	21.8016	22.125	21.708	21.833	2985000
10/31/96	21.6371	22	21.708	21.958	2871300
10/30/96	21.6782	22.042	21.875	21.875	1692000
10/29/96	21.925	22.208	21.917	21.917	2344500
10/28/96	21.8016	22.313	22.042	22.125	3228000
10/25/96	21.4314	22.083	21.708	22.083	2402700
10/24/96	21.7194	22.125	21.667	21.792	2664300
10/23/96	21.8839	22.167	21.917	22.042	4425300
10/22/96	21.596	22.25	21.875	22.208	3750000
10/21/96	21.3903	21.958	21.625	21.875	3079500
10/18/96	21.308	21.667	21.5	21.667	3031200
10/17/96	21.6371	21.958	21.583	21.625	2748300
10/16/96	21.1023	21.875	21.333	21.833	3933900
10/15/96	21.1435	21.542	21.167	21.458	2639100
10/14/96	21.1023	21.542	21.375	21.375	1727100
10/11/96	21.0612	21.458	21.208	21.333	1551900
10/10/96	20.8967	21.25	21	21.208	2037600
10/9/96	20.8144	21.25	20.917	21.167	2926800
10/8/96	20.9427	21.458	21.167	21.208	2589300
10/7/96	21.0248	21.458	21.292	21.375	2105400
10/4/96	20.9016	21.583	21.125	21.375	4804800
10/3/96	20.8195	21.125	20.917	21.042	2868000
10/2/96	20.532	21.167	20.833	20.958	3165600
10/1/96	20.8605	21.208	20.833	20.833	2709300
9/30/96	20.6142	21.292	20.917	21.083	3563400
9/27/96	20.4088	21	20.542	21	1930800
9/26/96	20.6142	21.208	20.625	20.667	3163500
9/25/96	20.6552	21.042	20.875	20.875	2933100
9/24/96	20.7784	21.25	20.875	20.917	3465300
9/23/96	20.7373	21.208	20.958	21.208	2706300
9/20/96	20.7373	21.125	20.792	21.042	7947600
9/19/96	20.1214	21.167	20.292	21.167	6843600
9/18/96	20.0803	20.5	20.25	20.417	2702100
9/17/96	19.8339	20.5	19.958	20.375	3953100
9/16/96	20.0803	20.583	20.083	20.083	3927900
9/13/96	19.9982	20.375	20.125	20.25	5432400
9/12/96	19.3822	20.208	19.625	20.167	6670500
9/11/96	18.9716	19.542	19.208	19.542	2848800
9/10/96	19.1358	19.417	19.125	19.292	3983100
9/9/96	18.8484	19.417	19.042	19.417	2751600
9/6/96	18.3967	19.083	18.542	19	4004100
9/5/96	18.602	18.958	18.542	18.542	2980200
9/4/96	18.6841	19	18.792	18.917	2222400
9/3/96	18.602	19	18.792	19	2462700
9/2/96	NaN	NaN   	NaN   	NaN   	NaN
8/30/96	18.9305	19.208	18.792	19	4209300
8/29/96	19.0948	19.458	18.917	19.25	2810700
8/28/96	19.3822	19.667	19.333	19.417	1634700
8/27/96	19.5465	19.917	19.583	19.667	2638200
8/26/96	19.218	19.792	19.417	19.792	3210900
8/23/96	19.0127	19.5	19.125	19.458	3006900
8/22/96	19.0127	19.583	19.25	19.375	3405000
8/21/96	18.8073	19.333	18.958	19.292	2457900
8/20/96	19.0537	19.333	19.083	19.083	2478000
8/19/96	19.259	19.542	19.25	19.333	2205900
8/16/96	19.0537	19.375	19.25	19.375	2622900
8/15/96	19.0537	19.625	19.167	19.292	2044800
8/14/96	19.0537	19.375	19.25	19.375	2743800
8/13/96	19.218	19.5	19.208	19.333	2502600
8/12/96	18.8484	19.5	18.833	19.5	2946000
8/9/96	18.8895	19.167	18.958	19.042	2836200
8/8/96	19.1358	19.458	19.125	19.167	3928500
8/7/96	19.3822	19.667	19.333	19.458	3667500
8/6/96	19.259	19.708	19.458	19.667	4226100
8/5/96	19.1769	19.583	19.375	19.458	2961000
8/2/96	19.3001	19.583	19.292	19.333	4478700
8/1/96	18.3967	19.208	18.667	19.125	5493900
7/31/96	18.0682	18.625	18.25	18.542	6025200
7/30/96	17.5754	18.458	17.792	18.417	5459400
7/29/96	17.6986	18.25	17.75	17.792	5823000
7/26/96	17.8629	18.25	17.833	18.042	9266400
7/25/96	17.945	18.375	18.042	18.125	5459700
7/24/96	17.9039	18.458	18.042	18.125	4798500
7/23/96	18.4788	18.792	18.458	18.5	4577400
7/22/96	18.7252	19.042	18.667	18.667	4408200
7/19/96	18.8484	19.25	18.875	19.125	4173300
7/18/96	18.602	19.125	18.75	19.083	4355100
7/17/96	18.8073	19.125	18.625	18.667	6723900
7/16/96	18.0682	18.792	17.958	18.667	13056900
7/15/96	19.0537	19.375	18.208	18.292	8512200
7/12/96	18.4378	19.167	18.708	18.958	5780400
7/11/96	19.0127	19.333	18.667	18.708	7652100
7/10/96	19.0537	19.417	19.083	19.375	5952000
7/9/96	19.3452	19.75	19.167	19.167	6468900
7/8/96	19.4271	20.042	19.583	19.667	6403800
7/5/96	19.755	20.125	19.792	19.792	3419700
7/4/96	NaN	NaN   	NaN   	NaN   	NaN
7/3/96	20.1239	20.458	20	20.333	6693000
7/2/96	20.4518	20.792	20.375	20.417	4664100
7/1/96	20.5337	20.917	20.625	20.75	3233400
6/28/96	20.8206	21.25	20.875	20.958	4638600
6/27/96	20.4927	21.083	20.792	21.042	3120900
6/26/96	20.5747	20.958	20.625	20.792	3589800
6/25/96	20.4927	21.125	20.833	21.083	4628400
6/24/96	20.6157	20.958	20.708	20.75	3486000
6/21/96	20.3288	21.042	20.5	21	8770800
6/20/96	20.1649	20.625	20.292	20.583	3785100
6/19/96	20.0419	20.458	20.292	20.375	3354000
6/18/96	20.2468	20.708	20.292	20.333	3499500
6/17/96	20.2468	20.708	20.458	20.667	2164500
6/14/96	20.2058	20.583	20.292	20.5	3358200
6/13/96	20.4518	20.833	20.583	20.583	2131500
6/12/96	20.4518	20.958	20.708	20.792	2840400
6/11/96	20.4927	20.958	20.708	20.792	4535400
6/10/96	20.7796	21.125	20.792	20.792	3071700
6/7/96	20.2878	21.083	20.417	21.083	6372900
6/6/96	20.4518	21.25	20.583	20.833	7355100
6/5/96	19.673	20.208	19.833	20.167	4977900
6/4/96	19.837	20.167	19.875	20.042	6093900
6/3/96	19.837	20.25	20.083	20.125	3209400
5/31/96	20.1649	20.583	20.208	20.25	3300000
5/30/96	19.9189	20.458	20.083	20.417	4170900
5/29/96	20.3698	20.708	20.167	20.167	4247400
5/28/96	20.6157	21	20.542	20.708	3453900
5/27/96	NaN	NaN   	NaN   	NaN   	NaN
5/24/96	20.5337	20.958	20.708	20.833	4314900
5/23/96	20.6157	21.083	20.625	20.667	4078500
5/22/96	20.6157	20.958	20.792	20.917	3918000
5/21/96	20.4518	20.833	20.375	20.792	4034100
5/20/96	20.2058	20.667	20.375	20.625	4550400
5/17/96	20.0009	20.542	20.333	20.417	4819500
5/16/96	19.673	20.375	19.958	20.25	3821400
5/15/96	20.0419	20.458	20	20.125	5794500
5/14/96	20.0829	20.417	20.208	20.292	3636600
5/13/96	19.5911	20.292	19.833	20.25	5699400
5/10/96	19.3452	19.875	19.458	19.75	4444800
5/9/96	19.4271	19.833	19.292	19.417	5993700
5/8/96	19.2632	19.708	19.292	19.667	7106100
5/7/96	19.673	20	19.75	19.792	4256400
5/6/96	19.4681	20.083	19.542	20.042	5737800
5/3/96	19.9189	20.25	19.5	19.667	7497900
5/2/96	19.878	20.25	19.875	20	5838900
5/1/96	20.2058	20.583	20.167	20.167	6846000
4/30/96	20.3698	20.708	20.542	20.667	2931300
4/29/96	20.2468	20.708	20.542	20.625	3184500
4/26/96	20.2468	20.917	20.5	20.625	5367600
4/25/96	19.9599	20.583	20.208	20.417	7764000
4/24/96	20.2058	20.542	19.917	20.208	16424700
4/23/96	20.5337	20.875	20.417	20.583	6871200
4/22/96	20.8206	21.208	20.708	20.875	4842000
4/19/96	20.6977	21.167	20.917	21.042	4010400
4/18/96	20.4927	21.042	20.792	20.958	2908800
4/17/96	20.4927	20.917	20.708	20.792	3721800
4/16/96	20.3698	20.917	20.167	20.75	3605100
4/15/96	20.2878	20.792	20.375	20.625	4539000
4/12/96	19.9189	20.583	20.083	20.458	7760700
4/11/96	20.0829	20.5	20.042	20.125	11311500
4/10/96	20.7387	21.167	20.25	20.292	8993100
4/9/96	21.1529	21.542	21.208	21.208	3498900
4/8/96	20.9483	21.667	21.208	21.458	5301900
4/5/96	NaN	NaN   	NaN   	NaN   	NaN
4/4/96	21.4393	21.875	21.5	21.667	3691200
4/3/96	21.4802	21.875	21.75	21.875	2860500
4/2/96	21.3165	21.875	21.667	21.833	4381800
4/1/96	21.112	21.625	21.417	21.625	2744100
3/29/96	21.1938	21.625	21.292	21.292	3373800
