940329	54.375	52.500	52.625	3164.4	166.5265
940330	55.000	52.500	53.375	4131.2	220.5028
940331	54.625	52.000	54.625	3460.4	189.0243
940405	54.125	53.000	53.375	2337.8	124.7801
940406	53.500	52.750	53.125	1930	102.5312
940407	53.250	52.250	53.125	1774.9	94.2916
940408	53.125	52.250	52.625	1308.5	68.8598
940411	53.375	52.250	53.000	1302.3	0.0000
940412	53.875	52.500	52.875	1888.2	0.0000
940413	53.375	51.875	52.375	3496.1	183.1082
940414	53.875	52.500	53.875	2628	141.5835
940415	54.500	52.625	53.000	2639	139.8670
940418	54.125	52.750	53.375	3120	166.5300
940419	53.750	51.375	53.438	2097.5	112.0852
940420	53.500	51.750	52.250	2207.7	115.3523
940421	58.625	54.000	58.375	8204.7	478.9494
940423	59.500	58.000	58.750	5660.5	332.5544
940425	59.250	58.250	59.250	3062.4	181.4472
940426	59.250	58.500	58.500	2217.2	129.7062
940428	58.250	56.750	57.125	2297.5	131.2447
940429	57.875	56.875	57.500	1908.6	109.7445
940502	58.375	56.875	58.000	1608.5	93.2930
940503	58.625	57.875	58.375	1376.6	80.3590
940504	58.250	57.500	57.750	1500.3	86.6423
940505	57.500	56.875	57.125	1041.1	59.4728
940509	57.875	56.500	57.000	1880	107.1600
940510	58.250	57.375	58.000	1985.4	115.1532
940511	58.250	57.000	57.250	1546.7	88.5486
940512	57.750	57.000	57.250	922.1	52.7902
940516	58.625	57.375	58.500	1595	93.3075
940517	61.375	58.625	61.250	5396.9	330.5601
940518	61.875	60.500	60.750	4794.6	291.2720
940519	62.125	60.500	61.375	3771.9	231.5004
940520	62.375	61.000	62.125	3740.1	232.3537
940523	62.500	61.375	61.750	2074.1	128.0757
940524	63.375	61.875	63.125	2800.8	176.8005
940525	64.125	62.500	63.625	3678.4	234.0382
940526	64.125	62.750	63.250	2292	144.9690
940527	64.125	63.625	63.625	1361.6	86.6318
940531	63.750	62.750	63.000	1504.1	94.7583
940601	63.625	62.500	63.500	1689.6	107.2896
940602	63.500	61.875	62.000	2475.9	153.5058
940603	61.875	60.750	61.000	2381.4	145.2654
940606	63.500	61.125	62.625	2344.2	0.0000
940607	63.125	62.625	62.625	1399.1	0.0000
940609	62.125	61.500	62.000	1087.7	67.4374
940613	64.125	62.250	63.750	2164.5	137.9869
940614	65.000	63.875	65.000	2778.6	180.6090
940615	64.750	63.500	63.750	1789.3	114.0679
940616	63.500	62.875	62.875	1432.4	90.0622
940617	63.125	62.250	62.375	3034.1	189.2520
940620	62.250	61.625	61.625	1557.7	95.9933
940621	62.125	60.375	61.000	2477.3	151.1153
940622	62.125	61.125	62.000	1327	82.2740
940623	62.250	60.875	60.875	1154.3	70.2680
940624	61.000	59.000	59.875	2256.8	135.1259
940627	61.625	58.125	61.500	3876	238.3740
940629	61.500	60.125	60.375	2271.1	137.1177
940630	60.500	58.625	58.750	2733.2	160.5755
940705	57.875	56.250	56.250	2788.4	0.0000
940706	57.000	56.375	57.000	1846.1	105.2277
940707	57.375	56.625	56.750	1717.4	97.4625
940708	57.875	56.500	56.625	2315.4	131.1095
940711	57.125	55.375	55.625	2698.7	150.1152
940712	56.125	54.875	55.750	2992.7	166.8430
940713	56.750	55.875	56.750	2481.2	140.8081
940714	58.500	57.250	58.250	3002.7	174.9073
940715	57.875	56.750	56.875	2478.3	140.9533
940718	57.625	56.625	56.875	1655.6	94.1623
940719	56.875	55.625	55.625	1835.1	102.0774
940720	56.250	54.500	55.875	3189.3	178.2021
940721	62.625	59.000	60.250	8247.6	496.9179
940722	62.500	61.125	61.375	3714.2	227.9590
940725	62.375	61.312	62.250	2342.2	145.8020
940726	63.125	62.125	62.375	2896.9	180.6941
940728	63.000	62.250	62.250	1261.8	78.5470
940729	62.750	61.750	61.875	1692.8	104.7420
940801	63.125	61.500	62.875	1771.4	111.3768
940802	63.375	62.250	62.250	2083.8	129.7166
940803	63.125	62.250	63.000	1354.2	85.3146
940804	63.500	62.750	63.125	2046.4	129.1790
940805	63.125	61.875	62.375	1599.9	99.7938
940808	63.375	62.625	63.250	1676.6	106.0450
940809	64.500	63.250	64.500	3013	194.3385
940810	65.000	64.250	64.250	2707.6	173.9633
940811	64.625	63.750	64.625	2445.7	158.0534
940812	65.125	63.750	63.750	1936.6	123.4583
940815	64.500	63.750	64.250	1051.1	67.5332
940816	64.750	63.750	64.625	2035.1	131.5183
940817	65.625	64.375	64.875	2945.2	191.0699
940818	66.875	65.375	66.250	4194.7	277.8989
940819	68.625	66.000	68.125	4215	287.1469
940822	68.375	67.250	67.750	2968.6	201.1226
940823	68.250	67.625	67.625	2911.3	196.8767
940824	67.375	66.625	67.375	2799.2	188.5961
940825	69.750	66.875	69.625	4826.4	336.0381
940826	70.125	69.125	70.000	4144.1	290.0870
940829	70.000	69.250	69.375	2218.4	153.9015
940830	69.750	65.625	69.500	1876.3	130.4029
940831	69.500	68.500	68.500	2471.7	169.3115
940901	68.250	66.875	67.875	2778.5	188.5907
940902	68.000	66.750	67.250	1464.2	98.4674
940906	67.625	66.625	67.500	1246.3	84.1252
940907	68.250	67.375	67.500	2030.5	137.0588
940908	68.125	67.250	67.875	1364.3	92.6019
940909	68.000	66.750	67.875	2309.2	156.7370
940912	68.125	67.500	67.875	1205.9	81.8505
940913	69.625	68.625	69.125	2903.2	200.6837
940914	70.125	69.000	69.750	2536.5	176.9209
940916	71.375	69.500	71.000	4628.9	328.6519
940919	71.250	70.250	70.375	1848.5	130.0882
940920	70.500	69.625	70.250	2745.2	192.8503
940921	71.375	69.375	69.500	3637.1	252.7784
940922	70.250	69.375	69.625	2120.6	147.6468
940923	69.500	68.875	69.125	1460.3	100.9432
940926	69.125	67.750	69.000	1764.8	121.7712
940927	69.375	68.625	69.000	1115.7	76.9833
940928	69.875	68.500	68.500	1300	89.0500
940929	69.875	67.750	69.500	2306.2	160.2809
940930	70.125	68.875	69.625	2039.8	142.0211
941003	69.500	68.625	68.875	1166.5	0.0000
941004	69.500	68.250	68.375	1720.5	117.6392
941005	69.125	67.375	69.125	2691.5	186.0499
941006	69.500	68.625	68.750	1809.2	124.3825
941007	71.750	68.750	71.125	4495.6	319.7495
941010	71.875	70.750	71.500	1804.9	0.0000
941011	72.375	71.500	71.625	2807.6	201.0943
941012	73.500	71.000	73.125	3230.1	236.2011
941013	74.125	72.250	72.250	2341.6	169.1806
941014	73.125	71.875	73.000	2040.5	148.9565
941017	73.750	72.750	73.250	1448.4	106.0953
941018	74.500	73.375	74.500	2463.4	183.5233
941019	75.750	73.750	75.375	3934.2	296.5403
941020	76.125	73.875	75.000	5216.4	391.2300
941021	75.375	74.125	74.625	3377.4	252.0385
941024	74.625	72.875	73.000	2599.2	189.7416
941025	73.375	72.625	73.000	1987.3	145.0729
941027	74.625	73.750	74.125	1249.6	0.0000
941028	76.375	74.125	76.000	2570.7	195.3732
941031	75.625	74.875	75.250	1392.4	104.7781
941101	75.250	73.500	73.875	2500	184.6875
941102	75.250	73.750	74.250	2669.6	198.2178
941103	74.625	73.125	73.375	1661.4	121.9052
941104	73.500	71.125	71.125	3242.9	230.6513
941107	72.250	70.750	71.875	2278.9	163.7959
941108	73.250	71.375	73.000	1080.1	78.8473
941114	73.000	72.250	72.875	1512.4	110.216150
941115	73.875	72.500	73.125	1749.3	127.9176
941116	73.125	72.625	72.750	1269	92.3197
941117	73.750	72.750	73.125	1815.5	132.7584
941118	73.375	72.750	73.250	2918	213.7435
941121	74.125	72.750	72.750	1664.1	121.0633
941122	72.875	69.375	69.750	2390.2	166.7165
941123	70.000	68.000	70.000	4688.9	328.2230
941125	70.875	70.000	70.750	1095.7	77.5208
941128	71.625	70.250	70.625	1994.7	140.8757
941129	71.000	70.250	70.625	1346.5	95.0966
941130	71.250	70.625	70.750	1961.6	138.7832
941201	70.750	69.250	69.500	1658	115.2310
941202	71.375	68.875	71.375	1994	142.3218
941205	72.375	71.375	71.375	2049.6	146.2902
941206	72.000	71.250	71.625	1928.8	138.1503
941207	71.375	70.625	71.250	1315.6	93.7365
941208	71.500	69.750	70.125	1717.9	120.4677
941209	71.500	69.500	71.375	2471.5	176.4033
941212	71.375	69.625	70.750	2205.1	156.0108
941213	71.000	69.625	69.750	1356.5	94.6159
941214	70.625	69.375	70.250	2044.2	143.6051
941215	71.000	70.125	70.500	1885.3	132.9136
941216	70.875	69.875	70.125	2944	206.4480
941219	71.625	70.500	71.625	2407.1	172.4085
941220	71.625	70.750	70.750	1726.8	122.1711
941221	73.625	71.125	73.625	3211.9	236.4761
941222	74.625	73.500	73.500	2656.9	195.2822
941223	74.250	73.250	73.500	938.4	68.9724
941228	74.375	72.500	72.875	1355.4	98.7748
941229	74.375	73.000	74.375	1911.2	142.1455
941230	74.500	73.125	73.500	1445.2	106.2222
950103	73.875	73.375	73.750	1167.9	86.1326
950104	74.625	73.250	74.375	1994.7	148.3558
950105	75.250	73.750	74.000	2270.9	168.0466
950106	75.750	74.125	75.125	3040.5	228.4176
950109	75.875	74.875	75.500	1713	129.3315
950110	77.250	75.625	76.625	3420.8	262.1188
950111	77.125	75.250	76.000	2450.3	186.2228
950112	76.375	75.500	76.000	2275.4	172.9304
950113	76.750	75.750	76.375	2030.1	155.0489
950118	77.875	76.625	77.250	1842.6	142.3408
950119	77.625	76.375	76.500	1711.4	130.9221
950123	74.500	72.375	74.250	4766.5	353.9126
950125	73.125	72.000	72.375	3808.5	275.6402
950126	73.375	72.250	72.375	2152.1	155.7582
950127	73.125	70.625	72.500	2733	198.1425
950130	73.000	71.500	71.750	1417.8	101.7271
950131	72.875	70.250	72.250	2741.9	198.1023
950201	73.875	72.250	73.625	3292	242.3735
950202	74.375	73.500	74.375	1364.4	101.4772
950203	75.250	74.500	74.625	2505.3	186.9580
950207	74.375	73.875	74.250	1450.7	107.7145
950208	74.875	74.125	74.250	1496.4	111.1077
950213	75.375	74.750	74.875	1221.8	91.4823
950214	75.625	74.625	75.625	1696.4	128.2902
950215	75.875	75.125	75.500	1624.7	122.6649
950221	75.125	74.125	74.250	1557	115.6072
950222	74.500	74.125	74.250	1716	127.4130
950223	75.750	74.125	74.250	2206.6	163.8400
950224	75.375	74.250	74.875	1563.6	117.0746
950227	75.375	73.750	74.000	2053.2	151.9368
950228	75.250	74.000	75.250	1799.5	135.4124
950301	76.375	75.125	75.375	2050.5	154.5564
950302	77.375	75.375	77.250	2410.8	186.2343
950303	80.000	77.000	79.875	5564	444.4245
950306	81.250	79.500	80.250	5043.3	404.7248
950307	80.875	79.375	79.750	3450.6	275.1854
950308	80.000	78.500	79.750	3033.3	241.9057
950309	81.375	80.375	80.625	3128.4	252.227250
950310	81.625	80.375	81.125	2373.1	192.517737
950313	83.000	81.500	82.125	3489.7	286.5916
950314	82.750	81.500	81.500	2266.9	184.7524
950315	82.250	81.250	81.750	1771.1	144.7874
950316	83.625	81.625	83.500	2845.7	237.6159
950317	83.625	82.625	82.625	2965.2	244.9997
950320	84.000	82.500	83.500	1842.2	153.8237
950321	84.000	82.250	82.250	1988.2	163.5294
950322	82.625	81.250	81.625	2416.1	197.2142
950323	83.375	81.500	83.375	2764.1	230.4568
950324	84.375	83.500	83.625	2579.5	215.7107
950327	85.125	83.875	85.000	2028.5	172.4225
950328	84.875	84.250	84.500	1353	114.3285
950329	84.750	82.500	83.000	2971.4	246.6262
950330	83.375	81.750	82.375	2957.1	243.5911
950331	83.500	81.375	82.125	2618	215.0033
950403	83.500	82.250	82.875	1895.1	157.0564
950404	83.625	82.500	83.000	1684.6	139.8218
950405	84.125	82.875	84.000	2008.3	168.6972
950407	85.125	83.500	84.000	2428.3	203.9772
950410	86.000	84.000	86.000	2115.6	181.9416
950411	86.875	85.625	86.750	2581	223.9017
950412	87.625	86.125	87.125	1903.2	165.8163
950413	87.375	86.125	86.375	1381.4	119.318425
950414	87.375	86.125	86.375	1381.4	119.3184
950418	88.500	87.125	88.250	1968.3	173.7025
950419	88.250	86.000	87.000	2198.8	191.2956
950420	90.500	88.625	89.000	5977.7	532.0153
950421	92.000	89.125	91.625	5886.4	539.3414
950425	93.875	92.875	93.625	3346.3	313.2973
950426	95.625	92.875	95.000	3789.1	359.9645
950428	96.250	94.250	94.625	5000.1	473.1345
950501	94.250	91.875	92.125	3403.8	313.5751
950502	93.375	91.625	92.875	3402.8	316.0351
950503	94.625	93.000	94.250	2672.4	251.8737
950505	94.625	92.875	93.125	3054.8	284.4783
950508	95.250	92.625	93.750	2703.4	253.4437
950509	94.375	93.375	93.625	2772.4	259.5659
950510	95.000	93.875	93.875	2890.9	271.3832
950511	95.125	93.250	94.250	2584.8	243.6174
950512	95.625	93.750	94.375	2664.4	251.4528
950517	95.625	94.750	94.875	2404.5	228.1269
950518	96.125	93.125	93.125	3431.4	319.5491
950519	93.750	92.250	93.375	4064.8	379.5507
950522	95.375	93.500	95.250	2230.1	212.4170
950523	97.625	95.500	97.250	3529.6	343.2536
950526	97.500	94.500	95.000	2220.7	210.9665
950530	95.750	91.500	92.625	3150.0	291.7688
950531	93.625	91.875	93.000	2750.5	255.7965
950601	95.000	93.375	94.250	2527.9	238.2546
950602	95.375	93.375	94.125	1991.5	187.4499
950605	93.500	90.000	91.250	5851.0	533.9037
950606	92.750	91.375	91.375	2996.2	273.7778
950607	91.375	89.000	89.875	3946.6	354.7007
950608	90.750	88.375	89.375	3394.0	303.3388
950609	90.250	88.625	89.125	3308.4	294.8612
950612	90.750	89.750	90.250	2995.2	270.3168
950613	92.250	90.875	91.750	2905.0	266.5337
950614	93.375	91.875	93.000	2562.5	238.3125
950615	94.000	93.000	93.000	2192.9	203.9397
950616	93.625	92.625	92.625	2696.8	249.7911
950619	94.625	93.250	94.625	2078.7	196.6970
950620	98.000	93.875	97.750	3568.9	348.8600
950621	98.625	97.125	97.125	3580.5	347.7561
950623	99.375	97.250	98.625	2461.6	242.7753
950626	99.250	98.000	98.250	2180.0	214.1850
950627	98.625	94.500	95.375	3279.9	312.8205
950628	96.625	94.375	96.125	3120.1	299.9196
950629	98.125	96.375	97.000	2486.6	241.2002
950630	98.125	95.375	96.000	2159.8	207.3408
950703	98.125	95.375	96.000	2159.8	207.3408
950704	98.125	95.375	96.000	2159.8	207.3408
950705	98.125	95.375	96.000	2159.8	207.3408
950706	98.125	95.375	96.000	2159.8	207.3408
950707	98.125	95.375	96.000	2159.8	207.3408
950708	98.125	95.375	96.000	2159.8	207.3408
950711	101.000	99.500	99.750	2107.4	210.2132
950712	102.000	99.625	101.625	2848.3	289.4585
950713	104.250	101.250	103.750	3486.2	361.6932
950714	104.125	102.125	103.875	2645.0	274.7494
950717	107.500	104.000	107.250	3732.6	400.3213
950718	108.625	102.875	107.000	8397.1	898.4897
950719	105.500	97.750	101.250	8018.0	811.8225
950720	104.375	101.375	104.125	5065.7	527.4660
950721	104.875	103.125	103.625	4370.6	452.9034
950724	107.875	103.500	107.375	5167.4	554.8496
950725	110.250	107.500	108.375	5322.1	576.7826
950726	109.625	108.250	109.000	3088.3	336.6247
950728	111.250	109.875	110.625	2436.1	269.4936
950728	111.250	109.875	110.625	2436.1	269.4936
950801	110.125	107.250	109.625	3026.4	331.7691
950802	111.750	107.250	107.250	3058.4	328.0134
950803	109.500	105.625	109.000	3284.6	358.0214
950804	109.750	108.500	108.625	1255.0	136.3244
950807	109.375	108.625	108.875	1430.4	155.7348
950808	110.000	108.875	109.625	1795.1	196.7878
950809	110.375	109.625	109.875	1966.8	216.1021
950810	110.375	108.875	109.125	1971.4	215.1290
950811	109.625	108.375	109.250	2326.3	254.1483
950814	110.875	109.250	110.750	1745.2	193.2809
950815	112.125	110.250	112.000	2699.2	302.3104
950816	112.750	110.750	112.375	2945.8	331.0343
950817	114.625	112.250	113.500	3028.7	343.7574
950818	114.000	111.125	111.375	3685.7	410.4948
950821	111.375	106.500	107.125	4696.7	503.1340
